1;4735;Manuel
1;4735;Manuel
2;4301;Manuel
3;4020;Manuel
4;6166;Robot
5;6141;Manuel
6;7665;Manuel
7;6810;Manuel
8;5619;Robot
9;6772;Robot
10;8361;Robot
11;5875;Robot
12;1589;Robot
13;7857;Manuel
14;7218;Robot
15;3766;Robot
16;61;Manuel
17;197;Robot
18;3321;Manuel
19;4552;Robot
20;5260;Robot
21;7294;Manuel
22;8523;Manuel
23;8378;Manuel
24;3657;Robot
25;2680;Manuel
26;7468;Manuel
27;4711;Robot
28;8832;Robot
29;6771;Robot
30;1923;Manuel
31;5710;Manuel
32;1959;Manuel
33;2731;Robot
34;7417;Robot
35;7924;Manuel
36;2261;Robot
37;2502;Manuel
38;2865;Robot
39;810;Manuel
40;4387;Manuel
41;8913;Robot
42;8036;Robot
43;2524;Manuel
44;2603;Robot
45;6192;Manuel
46;3849;Robot
47;5878;Robot
48;3291;Manuel
49;2024;Robot
50;3117;Robot
51;665;Robot
52;550;Manuel
53;6410;Manuel
54;2106;Manuel
55;4391;Manuel
56;2760;Robot
57;6428;Manuel
58;7014;Manuel
59;7453;Manuel
60;1915;Robot
61;362;Robot
62;5310;Manuel
63;4406;Manuel
64;7626;Manuel
65;1890;Manuel
66;4995;Robot
67;1253;Manuel
68;1388;Manuel
69;2045;Manuel
70;3966;Manuel
71;3970;Manuel
72;2564;Manuel
73;7831;Robot
74;5749;Manuel
75;6617;Robot
76;170;Manuel
77;222;Robot
78;2818;Manuel
79;7989;Manuel
80;3106;Manuel
81;4295;Manuel
82;1696;Manuel
83;8904;Robot
84;3684;Robot
85;7304;Robot
86;4310;Manuel
87;776;Robot
88;491;Manuel
89;6821;Manuel
90;5029;Robot
91;6079;Robot
92;4470;Manuel
93;1427;Manuel
94;3380;Robot
95;649;Manuel
96;1835;Robot
97;414;Manuel
98;8173;Manuel
99;8888;Manuel
100;6047;Manuel
101;8086;Robot
102;4553;Manuel
103;5157;Manuel
104;5813;Manuel
105;3884;Manuel
106;1745;Manuel
107;1840;Manuel
108;7129;Robot
109;5361;Robot
110;3995;Robot
111;5961;Robot
112;1245;Robot
113;3475;Robot
114;6919;Manuel
115;384;Robot
116;608;Manuel
117;1291;Manuel
118;74;Manuel
119;3250;Manuel
120;350;Manuel
121;4413;Robot
122;730;Robot
123;2593;Manuel
124;7480;Manuel
125;1077;Robot
126;506;Manuel
127;7768;Manuel
128;7122;Manuel
129;8591;Manuel
130;7199;Manuel
131;4987;Robot
132;3374;Manuel
133;1304;Manuel
134;8137;Robot
135;4684;Robot
136;8183;Robot
137;3528;Robot
138;1158;Manuel
139;2314;Manuel
140;892;Robot
141;1414;Manuel
142;264;Robot
143;4335;Manuel
144;4514;Manuel
145;1417;Manuel
146;4949;Manuel
147;5997;Robot
148;2511;Manuel
149;5178;Manuel
150;5877;Manuel
151;2371;Manuel
152;1909;Robot
153;1403;Manuel
154;6819;Manuel
155;4466;Manuel
156;5261;Manuel
157;1;Robot
158;6122;Manuel
159;8573;Manuel
160;3482;Robot
161;1045;Robot
162;2633;Manuel
163;3516;Manuel
164;4016;Manuel
165;954;Manuel
166;7194;Robot
167;7364;Manuel
168;4414;Manuel
169;8794;Manuel
170;8517;Robot
171;6379;Manuel
172;2736;Manuel
173;984;Robot
174;2210;Manuel
175;3919;Robot
176;3027;Manuel
177;2940;Manuel
178;6348;Manuel
179;2453;Manuel
180;3742;Manuel
181;4586;Manuel
182;2098;Manuel
183;7816;Manuel
184;420;Robot
185;903;Manuel
186;6435;Manuel
187;523;Robot
188;8661;Manuel
189;5966;Manuel
190;3396;Manuel
191;3805;Robot
192;5658;Manuel
193;4384;Manuel
194;2567;Manuel
195;7281;Robot
196;620;Manuel
197;4601;Manuel
198;4112;Manuel
199;8611;Manuel
200;5846;Robot
201;6718;Manuel
202;8780;Manuel
203;842;Manuel
204;8200;Manuel
205;4575;Manuel
206;7718;Manuel
207;3861;Robot
208;1838;Robot
209;7184;Manuel
210;8626;Robot
211;7317;Robot
212;5144;Manuel
213;3803;Robot
214;7945;Manuel
215;3464;Manuel
216;6835;Manuel
217;3842;Manuel
218;7018;Robot
219;787;Robot
220;8859;Robot
221;8097;Manuel
222;552;Manuel
223;504;Manuel
224;4960;Manuel
225;2771;Robot
226;5903;Manuel
227;7291;Manuel
228;7693;Manuel
229;5974;Manuel
230;692;Manuel
231;8074;Manuel
232;2842;Manuel
233;4658;Robot
234;2073;Manuel
235;5882;Robot
236;3891;Manuel
237;296;Manuel
238;4857;Robot
239;7230;Manuel
240;4082;Manuel
241;3043;Robot
242;7266;Manuel
243;1868;Robot
244;490;Manuel
245;7878;Manuel
246;977;Robot
247;3830;Manuel
248;7887;Manuel
249;5684;Robot
250;8900;Robot
251;2955;Manuel
252;1081;Manuel
253;7546;Manuel
254;3183;Manuel
255;2459;Manuel
256;716;Manuel
257;5152;Manuel
258;5825;Robot
259;8638;Manuel
260;8359;Manuel
261;3098;Manuel
262;4050;Manuel
263;5225;Manuel
264;2579;Robot
265;4463;Robot
266;355;Manuel
267;5918;Manuel
268;5609;Robot
269;3211;Robot
270;3811;Manuel
271;5743;Manuel
272;2006;Manuel
273;8171;Manuel
274;5901;Manuel
275;1385;Manuel
276;5921;Manuel
277;2025;Robot
278;2139;Robot
279;316;Manuel
280;2229;Manuel
281;4277;Manuel
282;1732;Manuel
283;7113;Manuel
284;2688;Manuel
285;7209;Manuel
286;1884;Robot
287;7628;Manuel
288;2304;Manuel
289;6526;Manuel
290;1125;Manuel
291;405;Manuel
292;4688;Manuel
293;8551;Manuel
294;740;Manuel
295;2215;Manuel
296;3385;Manuel
297;4794;Manuel
298;3893;Manuel
299;763;Manuel
300;5521;Manuel
301;1436;Manuel
302;721;Manuel
303;7877;Robot
304;1645;Manuel
305;4492;Robot
306;2798;Manuel
307;3691;Manuel
308;5378;Manuel
309;2471;Manuel
310;5574;Robot
311;2981;Manuel
312;966;Manuel
313;1346;Manuel
314;2725;Manuel
315;3023;Manuel
316;2054;Robot
317;734;Manuel
318;7543;Robot
319;1751;Manuel
320;6787;Manuel
321;5462;Manuel
322;5546;Manuel
323;1731;Manuel
324;5976;Robot
325;5137;Manuel
326;4059;Robot
327;3085;Manuel
328;7010;Robot
329;3190;Manuel
330;1629;Manuel
331;2544;Robot
332;8685;Manuel
333;8963;Manuel
334;1366;Manuel
335;1283;Manuel
336;2624;Robot
337;8446;Robot
338;5254;Manuel
339;7273;Manuel
340;354;Robot
341;3883;Robot
342;3754;Robot
343;4067;Manuel
344;110;Manuel
345;3444;Manuel
346;136;Manuel
347;2889;Manuel
348;6981;Manuel
349;6274;Manuel
350;6323;Manuel
351;7566;Manuel
352;8443;Manuel
353;4432;Manuel
354;2628;Manuel
355;6281;Robot
356;3442;Manuel
357;4821;Manuel
358;2572;Manuel
359;5272;Robot
360;2600;Manuel
361;6913;Manuel
362;7171;Manuel
363;2416;Manuel
364;5865;Manuel
365;7252;Robot
366;381;Robot
367;5851;Manuel
368;2748;Robot
369;466;Manuel
370;910;Manuel
371;257;Manuel
372;4610;Manuel
373;2163;Robot
374;2722;Manuel
375;439;Manuel
376;2101;Robot
377;5437;Manuel
378;4479;Manuel
379;1592;Manuel
380;8923;Manuel
381;7739;Manuel
382;3768;Manuel
383;3520;Manuel
384;1284;Manuel
385;5028;Robot
386;1815;Manuel
387;1917;Manuel
388;4906;Manuel
389;8837;Robot
390;229;Manuel
391;1237;Robot
392;7363;Manuel
393;8924;Manuel
394;5866;Manuel
395;8998;Manuel
396;2389;Robot
397;135;Manuel
398;7530;Robot
399;6354;Robot
400;6062;Robot
401;2309;Manuel
402;5475;Manuel
403;6358;Robot
404;1251;Manuel
405;6074;Manuel
406;980;Robot
407;8267;Manuel
408;899;Manuel
409;301;Robot
410;50;Robot
411;1973;Manuel
412;6397;Manuel
413;1851;Robot
414;535;Manuel
415;6584;Manuel
416;6577;Robot
417;1023;Robot
418;3074;Manuel
419;1717;Manuel
420;1777;Manuel
421;5895;Manuel
422;8279;Manuel
423;625;Robot
424;7222;Manuel
425;2131;Manuel
426;5992;Manuel
427;6505;Manuel
428;6088;Manuel
429;3478;Robot
430;5135;Robot
431;6942;Manuel
432;888;Robot
433;3950;Manuel
434;3992;Manuel
435;2555;Manuel
436;2677;Manuel
437;5044;Manuel
438;5101;Robot
439;4676;Robot
440;1268;Robot
441;570;Robot
442;6730;Robot
443;3367;Robot
444;328;Manuel
445;6947;Manuel
446;7342;Manuel
447;4649;Robot
448;1390;Manuel
449;191;Robot
450;7958;Manuel
451;1292;Manuel
452;3600;Manuel
453;6136;Manuel
454;4145;Robot
455;777;Manuel
456;3967;Robot
457;4819;Manuel
458;3283;Manuel
459;772;Robot
460;4842;Manuel
461;4921;Manuel
462;115;Manuel
463;8102;Robot
464;4156;Manuel
465;4328;Manuel
466;6517;Manuel
467;996;Manuel
468;5502;Manuel
469;7680;Manuel
470;881;Manuel
471;7879;Robot
472;3515;Manuel
473;7249;Robot
474;8548;Robot
475;5924;Robot
476;782;Manuel
477;2951;Manuel
478;6531;Robot
479;4290;Robot
480;974;Manuel
481;1859;Robot
482;7423;Manuel
483;941;Manuel
484;1167;Manuel
485;3823;Robot
486;4346;Manuel
487;6748;Manuel
488;8899;Robot
489;3641;Manuel
490;6989;Manuel
491;6736;Robot
492;4624;Manuel
493;7240;Manuel
494;2735;Manuel
495;442;Manuel
496;6558;Manuel
497;1891;Manuel
498;1508;Manuel
499;6797;Manuel
500;8328;Manuel
501;5657;Manuel
502;6390;Manuel
503;2843;Manuel
504;6173;Manuel
505;8044;Robot
506;3855;Manuel
507;8498;Manuel
508;7771;Robot
509;4927;Manuel
510;5289;Manuel
511;8806;Manuel
512;3737;Robot
513;3315;Manuel
514;7032;Robot
515;6686;Manuel
516;2105;Manuel
517;5836;Manuel
518;7476;Manuel
519;5958;Manuel
520;3526;Manuel
521;6280;Robot
522;4014;Manuel
523;3804;Manuel
524;1381;Manuel
525;3153;Manuel
526;7824;Manuel
527;8134;Robot
528;4246;Manuel
529;4529;Robot
530;5805;Manuel
531;8684;Robot
532;3416;Robot
533;6508;Robot
534;7272;Manuel
535;5636;Manuel
536;5053;Robot
537;5133;Manuel
538;4835;Robot
539;6495;Manuel
540;4356;Manuel
541;1195;Manuel
542;7609;Manuel
543;212;Robot
544;8055;Manuel
545;5218;Manuel
546;2075;Manuel
547;4609;Robot
548;6576;Manuel
549;293;Manuel
550;7439;Robot
551;2212;Manuel
552;6129;Manuel
553;3234;Manuel
554;1833;Robot
555;2791;Manuel
556;4879;Manuel
557;4616;Manuel
558;4093;Manuel
559;7584;Manuel
560;1338;Manuel
561;8984;Robot
562;4795;Manuel
563;2826;Robot
564;1141;Manuel
565;6986;Manuel
566;4929;Robot
567;6654;Robot
568;6580;Manuel
569;2052;Manuel
570;8421;Robot
571;1328;Robot
572;4279;Manuel
573;753;Manuel
574;7803;Robot
575;4004;Manuel
576;8886;Manuel
577;3724;Manuel
578;7143;Robot
579;2594;Manuel
580;3799;Manuel
581;3780;Robot
582;4460;Manuel
583;5274;Manuel
584;5065;Robot
585;5977;Manuel
586;4512;Manuel
587;7590;Robot
588;3529;Manuel
589;946;Robot
590;1831;Manuel
591;7053;Manuel
592;562;Manuel
593;4946;Robot
594;499;Manuel
595;7753;Robot
596;4012;Manuel
597;68;Manuel
598;4313;Manuel
599;8863;Robot
600;1895;Robot
601;8636;Manuel
602;1088;Manuel
603;6612;Manuel
604;1060;Manuel
605;4787;Manuel
606;184;Manuel
607;6293;Robot
608;3060;Manuel
609;901;Manuel
610;7027;Manuel
611;6150;Manuel
612;3018;Manuel
613;2275;Manuel
614;5119;Robot
615;1235;Manuel
616;432;Robot
617;7289;Manuel
618;1294;Robot
619;2195;Manuel
620;6857;Robot
621;221;Robot
622;7951;Manuel
623;5046;Robot
624;2584;Manuel
625;6743;Robot
626;4580;Manuel
627;3543;Manuel
628;3244;Manuel
629;4462;Manuel
630;1649;Manuel
631;2409;Robot
632;1286;Manuel
633;4417;Robot
634;4130;Manuel
635;1742;Robot
636;4275;Manuel
637;6386;Robot
638;4759;Manuel
639;5671;Robot
640;7244;Robot
641;5089;Manuel
642;5489;Robot
643;3433;Manuel
644;3089;Robot
645;1041;Manuel
646;2432;Robot
647;8856;Manuel
648;1396;Robot
649;2020;Manuel
650;6959;Manuel
651;8041;Robot
652;5362;Manuel
653;3426;Manuel
654;6984;Manuel
655;7780;Robot
656;6351;Manuel
657;6768;Manuel
658;3652;Manuel
659;2648;Manuel
660;5688;Manuel
661;8849;Manuel
662;3220;Manuel
663;4728;Manuel
664;8518;Robot
665;3129;Robot
666;3243;Robot
667;569;Robot
668;315;Manuel
669;1926;Manuel
670;382;Robot
671;8325;Robot
672;3658;Robot
673;7876;Robot
674;4581;Manuel
675;8839;Robot
676;4298;Manuel
677;4162;Robot
678;3882;Manuel
679;4815;Manuel
680;4962;Manuel
681;8462;Manuel
682;1313;Robot
683;5810;Manuel
684;4543;Manuel
685;6294;Manuel
686;8295;Robot
687;2782;Manuel
688;11;Manuel
689;7011;Manuel
690;2377;Manuel
691;7576;Manuel
692;72;Robot
693;5185;Manuel
694;6296;Manuel
695;8532;Manuel
696;8182;Manuel
697;1956;Manuel
698;2832;Manuel
699;5693;Manuel
700;7404;Manuel
701;7937;Manuel
702;817;Manuel
703;2546;Manuel
704;4883;Manuel
705;5528;Manuel
706;1217;Manuel
707;6625;Manuel
708;2324;Manuel
709;7906;Manuel
710;2611;Manuel
711;5136;Manuel
712;5834;Manuel
713;4887;Manuel
714;4713;Manuel
715;4988;Manuel
716;4055;Manuel
717;6666;Manuel
718;3419;Manuel
719;4152;Manuel
720;1104;Manuel
721;7206;Manuel
722;8561;Manuel
723;2130;Manuel
724;15;Manuel
725;6511;Manuel
726;6103;Robot
727;5559;Manuel
728;8944;Manuel
729;5372;Manuel
730;6556;Robot
731;5696;Manuel
732;7640;Manuel
733;7981;Manuel
734;4621;Manuel
735;1162;Manuel
736;8506;Manuel
737;1806;Manuel
738;8213;Robot
739;7059;Manuel
740;8289;Manuel
741;1539;Manuel
742;5213;Manuel
743;6498;Manuel
744;2345;Robot
745;5793;Manuel
746;1667;Robot
747;3372;Manuel
748;5947;Robot
749;2422;Robot
750;4068;Manuel
751;8477;Manuel
752;8700;Manuel
753;7132;Manuel
754;1206;Manuel
755;584;Manuel
756;7370;Robot
757;5659;Manuel
758;2202;Manuel
759;1789;Manuel
760;1982;Manuel
761;3320;Robot
762;1618;Manuel
763;149;Manuel
764;6696;Manuel
765;8632;Robot
766;1966;Manuel
767;2388;Robot
768;7290;Manuel
769;8502;Manuel
770;154;Manuel
771;6102;Manuel
772;7328;Manuel
773;5177;Robot
774;1832;Manuel
775;3251;Manuel
776;6159;Manuel
777;3723;Robot
778;6699;Robot
779;770;Robot
780;2383;Robot
781;2962;Manuel
782;5985;Robot
783;2956;Manuel
784;5444;Robot
785;6138;Manuel
786;6475;Robot
787;928;Manuel
788;4704;Manuel
789;8640;Manuel
790;1862;Manuel
791;6032;Manuel
792;8892;Robot
793;1260;Robot
794;735;Manuel
795;4928;Manuel
796;7503;Manuel
797;3507;Robot
798;4403;Robot
799;2220;Robot
800;1698;Robot
